sma_slow,sma_mid,sma_fast,atr,lowside,highside,rsi_filter,k_period,d_period,rsi_period,stoch_period,sma_filter,Drawd,Total trade,PnL,SQN
7,26,800,1,3.4,2.1,3,14,5,11,15,1600,2.774056196,3,0,0.014534031
7,26,800,1,3.4,2.1,3,14,8,11,15,1600,8.246951807,7,0,-0.987290868
7,26,800,1,3.4,2.1,3,14,11,11,15,1600,5.656440315,7,0,0.393174519
7,26,800,1,3.4,2.1,3,14,14,11,15,1600,28.54891517,15,0,-1.082569996
7,26,800,1,3.4,2.1,3,14,17,11,15,1600,13.35585594,19,0,-1.23973701
7,26,800,1,3.4,2.1,3,14,20,11,15,1600,12.56324336,16,0,-1.177400614
7,26,800,1,3.4,2.1,3,14,23,11,15,1600,20.27620384,13,0,-2.191377106
15,26,800,6,3.4,2.1,5,17,26,11,15,1600,3.972671725,10,0,2.732455009
7,26,800,1,3.4,2.1,3,14,29,11,15,1600,11.28017824,19,0,-0.407528465
7,26,800,1,3.4,2.1,3,17,2,11,15,1600,16.04457892,23,0,-1.282010779
7,26,800,1,3.4,2.1,3,17,5,11,15,1600,29.01783654,10,0,-1.029292096
7,26,800,1,3.4,2.1,3,17,8,11,15,1600,31.75860194,8,0,-1.246236268
7,26,800,1,3.4,2.1,3,17,11,11,15,1600,19.56473075,16,0,-1.898371785
7,26,800,1,3.4,2.1,3,17,14,11,15,1600,11.32436822,12,0,-1.172786284
7,26,800,1,3.4,2.1,3,17,17,11,15,1600,8.019834279,9,0,-1.464125084
7,26,800,1,3.4,2.1,3,17,20,11,15,1600,8.498176029,13,0,-0.779503128
7,26,800,1,3.4,2.1,3,17,23,11,15,1600,6.695402249,14,0,0.64018306
15,29,800,6,3.4,2.1,5,17,26,11,15,1600,3.972671725,10,0,2.732455009
7,26,800,1,3.4,2.1,3,17,29,11,15,1600,5.415650312,10,0,0.808658664
7,26,800,1,3.4,2.1,3,20,2,11,15,1600,19.46700791,17,0,-1.77979665
7,26,800,1,3.4,2.1,3,20,5,11,15,1600,18.46611651,6,0,-1.501634709
7,26,800,1,3.4,2.1,3,20,8,11,15,1600,41.30524423,9,0,-1.740039729
7,26,800,1,3.4,2.1,3,20,11,11,15,1600,28.48029019,14,0,-1.667141058
7,26,800,1,3.4,2.1,3,20,14,11,15,1600,10.13799939,8,0,-1.17665962
7,26,800,1,3.4,2.1,3,20,17,11,15,1600,22.37963826,11,0,-2.56048057
7,26,800,1,3.4,2.1,3,20,20,11,15,1600,5.313228707,8,0,0.10206792
7,26,800,1,3.4,2.1,3,20,23,11,15,1600,10.53288459,9,0,-0.892507919
15,26,800,5,3.4,2.1,5,17,26,11,15,1600,3.997476451,10,0,2.691343594
7,26,800,1,3.4,2.1,3,20,29,11,15,1600,11.87764127,10,0,-0.30376152
